stock_id,stock_name,reason
1203,¨ý¤ý,°£®§
1315,¹F·s,°£®§
1529,¼Ö¤h,°£Åv®§
1533,¨®¤ý¹q,°£®§
1590,¨È¼w«È-KY,°£®§
1732,¤òÄ_,°£®§
1736,³ì¤s,°£®§
2106,«Ø¤j,°£®§
2364,­Û­¸,°£®§
2368,ª÷¹³¹q,´î¸ê
2375,³Í¬ü,´î¸ê
2436,°¶¸à¹q,°£®§
2465,ÄR»O,°£Åv®§
2468,µØ¸g,°£®§
2474,¥i¦¨,°£®§
2489,·ç°a,°£Åv®§
2603,ªøºa,´î¸ê
2706,²Ä¤@©±,°£®§
2845,»·ªF»È,°£Åv®§
2845,»·ªF»È,²{ª÷¼W¸ê
3025,¬P³q,°£®§
3622,¬vµØ,°£®§
3653,°·µ¦,°£Åv
4540,¥þ²y¶Ç°Ê,°£®§
4807,¤é¦¨-KY,°£®§
5283,¥ÝÁpºÓ,°£®§
5288,Â×²»-KY,°£®§
6139,¨Èµ¾,°£®§
6552,©öµØ¹q,°£®§
8480,®õª@-KY,Á{®É·|
9906,ªY¤Ú¤Ú,°£®§
9927,®õ»Ê,°£®§
